project_key,project_url,project_type,languages,complexoty,bugs,code_smell,ncloc,violations
asl1006_UbuExoWorks,https://github.com/asl1006/UbuExoWorks,github,css|json|py|web|,200,0,86,10282,86
AstroAir-Develop-Team_StarLand,https://github.com/AstroAir-Develop-Team/StarLand,github,css|js|json|py|web|,3154,21,874,19190,895
fink-client,https://github.com/astrolabsoftware/fink-client,github,py|yaml|,103,0,9,639,9
finkbroker,https://github.com/astrolabsoftware/fink-broker,github,json|py|xml|,168,0,19,2537,19
astrorama_Alexandria,https://github.com/astrorama/Alexandria,github,c|cpp|py|,3686,2,1338,23461,1340
asyncapi_python-paho-template,https://github.com/asyncapi/python-paho-template,github,js|json|py|yaml|,124,1,53,602,54
AtakamaLLC_omen2,https://github.com/AtakamaLLC/omen2,github,py|,596,5,37,2903,42
AtakamaLLC_notanorm,https://github.com/AtakamaLLC/notanorm,github,py|,543,0,4,2400,4
atelier-saulx_selva,https://github.com/atelier-saulx/selva,github,c|py|,4278,0,227,29066,227
atlas-bi_atlas-automation-hub,https://github.com/atlas-bi/atlas-automation-hub,github,css|js|json|py|xml|yaml|,1815,4,465,19944,470
AtomicNicos_atomicnicos.github.io,https://github.com/AtomicMaya/atomicmaya.github.io,github,css|js|json|py|ts|web|xml|yaml|,444,33,23,12800,56
aureleoules_bitcoin,https://github.com/aureleoules/bitcoin,github,c|cpp|java|json|py|ts|web|xml|,29208,67,10153,202665,10220
aureliaantz_FireflyAlgorithm,https://github.com/aureliaantz/FireflyAlgorithm,github,json|py|,91,1,20,290,21
AutomatedProcessImprovement_Waste-Calculation,https://github.com/AutomatedProcessImprovement/waiting-time-analysis,github,json|py|,297,1,26,2177,27
AutomatedProcessImprovement_Prosimos,https://github.com/AutomatedProcessImprovement/Prosimos,github,json|py|yaml|,1196,2,114,5182,116
AutomatedProcessImprovement_Simod,https://github.com/AutomatedProcessImprovement/Simod,github,json|py|yaml|,1029,2,94,6888,96
aws_aws-toolkit-jetbrains,https://github.com/aws/aws-toolkit-jetbrains,github,go|js|json|kotlin|py|web|xml|yaml|,9131,0,1593,99987,1593
awslabs_smithy-kotlin,https://github.com/awslabs/smithy-kotlin,github,css|json|kotlin|py|xml|,5560,0,535,100270,535
AWSToolbox_list-rds-instances,https://github.com/AWSToolbox/list-rds-instances,github,py|,20,0,1,85,1
AWSToolbox_list-availability-zones,https://github.com/AWSToolbox/list-availability-zones,github,py|,14,0,1,84,1
AWSToolbox_list-regions,https://github.com/AWSToolbox/list-regions,github,py|,20,0,0,96,0
AxaGuilDEv_dailyclean,https://github.com/AxaGuilDEv/dailyclean,github,java|js|json|py|web|xml|yaml|,377,0,32,3034,32
ayrtonpastor_cvxpy,https://github.com/ayrtonpastor/cvxpy,github,py|,6262,0,811,33041,811
bacherol_vbh,https://github.com/bacherol/vbh,github,py|,0,0,0,5,0
backube_volsync,https://github.com/backube/volsync,github,go|py|web|xml|yaml|,1161,0,22,13164,22
Balaguru16_library-management-python,https://github.com/Balaguru16/library-management-python,github,py|,,0,0,,0
Balaguru16_Library-Management-System-Python,https://github.com/Balaguru16/Library-Management-System-Python,github,py|,66,0,0,224,0
azizbaucad_testeur,https://github.com/azizbaucad/testeur,github,py|yaml|,230,0,180,1470,192
azizbaucad_Otis,https://github.com/azizbaucad/Otis,github,py|yaml|,162,0,103,1078,114
BankKiosk-ChampsTeam_BankKiosk,https://github.com/BankKiosk-ChampsTeam/BankKiosk,github,py|yaml|,117,1,87,351,88
Barry1_PyIntLab,https://github.com/Barry1/PyIntLab,github,py|,54,0,0,218,0
Barry1_PyValueFragments,https://github.com/Barry1/PyValueFragments,github,py|,39,0,2,284,2
BattleBanana_BattleBanana,https://github.com/BattleBanana/BattleBanana,github,py|,1845,0,50,7636,50
bcgov_nr-forests-access-management,https://github.com/bcgov/nr-forests-access-management,github,css|js|json|py|terraform|ts|web|yaml|,267,1,498,5535,499
bcgov_wps,https://github.com/bcgov/wps,github,css|js|json|py|ts|web|xml|yaml|,4780,0,95,40943,95
bcgov_queue-management,https://github.com/bcgov/queue-management,github,css|js|json|py|ts|web|xml|,7586,2,436,54387,438
bcgov_sbc-pay,https://github.com/bcgov/sbc-pay,github,json|py|,1709,0,221,10448,221
bcgov_itvr,https://github.com/bcgov/itvr,github,css|js|py|web|,679,3,59,7500,62
bcgov_cas-ciip-portal,https://github.com/bcgov/cas-ciip-portal,github,css|js|json|py|ts|web|yaml|,1505,2,36,19202,38
bcgov_foi-flow,https://github.com/bcgov/foi-flow,github,css|js|json|py|ts|web|xml|yaml|,5442,7,46,34794,53
bcgov_met-public,https://github.com/bcgov/met-public,github,css|js|json|py|ts|web|yaml|,1834,3,49,26764,52
bcgov_nr-bcws-wfnews,https://github.com/bcgov/nr-bcws-wfnews,github,css|js|json|jsp|py|terraform|ts|web|xml|yaml|,2310,24,284,26562,309
bcgov_sbc-auth,https://github.com/bcgov/sbc-auth,github,css|js|json|py|ts|web|yaml|,5681,4,527,52512,531
bcgov_gwells,https://github.com/bcgov/gwells,github,css|js|json|py|web|xml|yaml|,5482,98,448,59753,547
bcgov_namex,https://github.com/bcgov/namex,github,js|json|py|web|xml|yaml|,5505,85,1005,46003,1092
bcgov_lear,https://github.com/bcgov/lear,github,css|js|json|py|ts|web|xml|yaml|,29297,115,10408,135441,10531
bcgov_zeva,https://github.com/bcgov/zeva,github,css|js|py|,6376,13,317,54794,332
bchew_dynamodump,https://github.com/bchew/dynamodump,github,json|py|yaml|,158,0,9,1320,9
berkerol_empatica-charts,https://github.com/berkerol/empatica-charts,github,css|js|py|web|yaml|,13,0,1,199,1
beverts312_lambda-utils,https://github.com/beverts312/lambda-utils,github,py|,19,0,0,101,0
BhagyaC_SQE-TA-Fall-2022,https://github.com/BhagyaC/SQE-TA-Fall-2022,github,css|flex|java|js|json|jsp|php|plsql|py|web|xml|,103165,6143,56207,506637,62356
bhavadharanijb_HotelReservation-2,https://github.com/bhavadharanijb/HotelReservation-2,github,py|,,0,0,,0
bhavadharanijb_sp,https://github.com/bhavadharanijb/sp,github,py|,85,1,26,422,27
big-unibo_project-template,https://github.com/big-unibo/project-template,github,java|py|scala|,3,0,0,57,0
BioDynaMo_biodynamo,https://github.com/BioDynaMo/biodynamo,github,c|cpp|py|,3439,0,1640,19769,1640
biolink_biolink-model-toolkit,https://github.com/biolink/biolink-model-toolkit,github,py|,237,0,1,1236,1
biosimulations_biosimulations,https://github.com/biosimulations/biosimulations,github,css|js|json|py|ts|web|xml|yaml|,7548,16,658,75841,674
bjucps420_us-govt-todo-example-python,https://github.com/bjucps420/us-govt-todo-example-python,github,py|xml|yaml|,94,0,45,1524,45
BLKSerene_Wordless,https://github.com/BLKSerene/Wordless,github,py|web|xml|,3390,0,382,24599,382
blueman-project_blueman,https://github.com/blueman-project/blueman,github,py|,2280,0,109,10747,109
bluet_proxybroker2,https://github.com/bluet/proxybroker2,github,py|yaml|,536,11,113,3735,125
bonitasoft_bonita-documentation-site,https://github.com/bonitasoft/bonita-documentation-site,github,js|json|py|yaml|,55,0,4,291,4
Borda_pyDeprecate,https://github.com/Borda/pyDeprecate,github,py|yaml|,95,0,3,493,3
Borda_lightning-flash,https://github.com/Borda/lightning-flash,github,css|py|web|yaml|,5035,11,362,36546,374
Borda_metrics,https://github.com/Borda/torchmetrics,github,js|py|web|,5539,19,206,34569,225
bramstroker_homeassistant-powercalc,https://github.com/bramstroker/homeassistant-powercalc,github,json|py|yaml|,1303,0,64,10455,64
brave_brave-browser,https://github.com/brave/brave-browser,github,css|js|json|py|,33,0,3,201,3
brave_brave-core,https://github.com/brave/brave-core,github,css|js|json|py|ts|web|xml|,19275,34,698,162925,732
brave_brave-ios,https://github.com/brave/brave-ios,github,css|js|json|py|ruby|swift|web|xml|,14849,2,1390,118469,1392
buger_goreplay,https://github.com/buger/goreplay,github,css|go|js|json|py|ruby|web|yaml|,1912,16,130,14289,146
buguno_implementing-ci,https://github.com/buguno/implementing-ci,github,py|,6,0,0,66,0
bulv1ne_country_list,https://github.com/bulv1ne/country_list,github,py|,10,0,0,79,0
CAG07_tetris,https://github.com/CAG07/tetris,github,py|,,0,0,,0
camptocamp_ngeo,https://github.com/camptocamp/ngeo,github,css|js|json|py|ts|web|xml|yaml|,9964,246,354,88703,601
camptocamp_c2cgeoportal,https://github.com/camptocamp/c2cgeoportal,github,css|js|json|py|web|yaml|,2546,1,133,17959,134
camptocamp_tilecloud-chain,https://github.com/camptocamp/tilecloud-chain,github,js|json|py|web|yaml|,1020,1,77,9974,78
carlosalbertoprojetos_gestaovidracaria,https://github.com/carlosalbertoprojetos/gestaovidracaria,github,json|py|web|yaml|,84,12,32,2158,44
CarlosMaulaz_tcc-carlos-henrique,https://github.com/CarlosMaulaz/tcc-carlos-henrique,github,py|,76,0,8,717,8
CastagnaIT_plugin.video.netflix,https://github.com/CastagnaIT/plugin.video.netflix,github,json|py|xml|yaml|,2831,1,149,14598,150
catenax-ng_product-data-integrity-demonstrator,https://github.com/catenax-ng/product-data-integrity-demonstrator,github,js|json|py|yaml|,497,8,124,4808,132
cccortesc1_MISW4404-EPorraDesktop,https://github.com/cccortesc1/MISW4404-EPorraDesktop,github,py|,223,0,131,1430,131
cccortesc1_MISW4404-EporraWeb,https://github.com/cccortesc1/MISW4404-EporraWeb,github,py|,44,0,3,473,3
cd-rite_stig-manager,https://github.com/cd-rite/stig-manager,github,css|js|json|py|web|xml|yaml|,12878,111,4021,95420,4132
Ce11an_spacy-cleaner,https://github.com/Ce11an/spacy-cleaner,github,py|yaml|,96,0,1,585,1
cedfactory_fdp,https://github.com/cedfactory/fdp,github,py|,258,0,19,1392,19
cedfactory_crag,https://github.com/cedfactory/crag,github,py|,758,0,151,3092,151
cedrichelewaut_Software-quality,https://github.com/cedrichelewaut/Software-quality,github,css|flex|java|js|json|jsp|php|plsql|py|web|xml|,13448,3621,4468,167944,8091
cekocvetkov_telerik-devops-2022,https://github.com/cekocvetkov/telerik-devops-2022,github,py|,6,0,3,21,3
center-for-threat-informed-defense_caldera_pathfinder,https://github.com/center-for-threat-informed-defense/caldera_pathfinder,github,js|py|web|yaml|,472,1,125,2591,126
Ceowyllian_DRF-polls-backend,https://github.com/Ceowyllian/DRF-polls-backend,github,py|,128,0,6,1349,6
CFMTech_pytest-monitor,https://github.com/CFMTech/pytest-monitor,github,py|yaml|,234,0,16,1377,16
chain-stock_suppy,https://github.com/chain-stock/suppy,github,py|,283,0,24,1227,24
chapinb_chickadee,https://github.com/chapinb/chickadee,github,css|js|json|py|web|,864,45,307,6512,352
charlesponti_dotfiles,https://github.com/charlesponti/dotfiles,github,json|py|ts|,2,0,0,15,0
chef_chef,https://github.com/chef/chef,github,json|py|ruby|web|xml|yaml|,18528,3,2824,216298,2827
chrisns_icloud-photos-backup,https://github.com/chrisns/icloud-photos-backup,github,py|yaml|,27,0,10,132,10
christianhelle_autofaker,https://github.com/christianhelle/autofaker,github,py|,111,0,0,369,0
christianhofmanncodes_youtube-playlist-generator,https://github.com/christianhofmanncodes/youtube-playlist-generator,github,py|ts|web|xml|,260,0,0,2771,0
CICDToolbox_pylint,https://github.com/CICDToolbox/pylint,github,py|,0,0,0,1,0
cihatyildiz_vm-scripts,https://github.com/cihatyildiz/vm-scripts,github,json|py|ruby|web|,542,47,707,5190,798
City-of-Helsinki_yjdh,https://github.com/City-of-Helsinki/yjdh,github,css|js|json|py|ts|web|xml|yaml|,5164,5,288,43248,293
City-of-Helsinki_hauki,https://github.com/City-of-Helsinki/hauki,github,json|py|xml|yaml|,1550,0,259,20998,259
City-of-Helsinki_parking-permits,https://github.com/City-of-Helsinki/parking-permits,github,py|web|yaml|,1098,0,219,12072,219
City-of-Helsinki_smbackend,https://github.com/City-of-Helsinki/smbackend,github,json|py|xml|yaml|,1249,0,455,12132,455
ckormanyos_wide-decimal,https://github.com/ckormanyos/wide-decimal,github,c|cpp|py|yaml|,1462,0,0,13952,0
ckormanyos_real-time-cpp,https://github.com/ckormanyos/real-time-cpp,github,c|cpp|py|,178,0,1,49080,1
ckormanyos_wide-integer,https://github.com/ckormanyos/wide-integer,github,c|cpp|py|yaml|,1582,0,0,16630,0
clarkperkins_saucerbot,https://github.com/clarkperkins/saucerbot,github,css|py|web|,428,0,17,2878,17
claudiasonarova_test-vuln,https://github.com/claudiasonarova/test-vuln,github,js|py|,27,2,8,155,49
cleanersts_telerik-github-actions-2021-personal,https://github.com/cleanersts/telerik-github-actions-2021-personal,github,py|,6,0,0,25,0
ClickHouse_ClickHouse,https://github.com/ClickHouse/ClickHouse,github,c|cpp|cs|go|json|php|py|web|xml|yaml|,136260,423,37318,961061,37747
Clinical-Genomics_cg,https://github.com/Clinical-Genomics/cg,github,json|py|web|xml|yaml|,6800,16,306,54077,323
Clinical-Genomics_scout,https://github.com/Clinical-Genomics/scout,github,css|js|json|py|web|xml|yaml|,6566,317,1295,60355,1612
clumio-code_terraform-provider-clumio,https://github.com/clumio-code/terraform-provider-clumio,github,go|py|terraform|,551,0,16,6224,16
clumio-code_clumio-python-sdk,https://github.com/clumio-code/clumio-python-sdk,github,py|,3217,0,351,31734,351
CMSgov_qpp-measures-data,https://github.com/CMSgov/qpp-measures-data,github,js|json|py|ts|xml|yaml|,2449,1,115,126789,116
codenotary_immudb,https://github.com/codenotary/immudb,github,go|js|json|py|web|yaml|,10023,0,344,52724,344
Coding-TCC_api,https://github.com/Coding-TCC/api,github,py|yaml|,13,0,3,50,3
codingPF_plugin.audio.audiothekBrowser,https://github.com/codingPF/plugin.audio.audiothekBrowser,github,py|xml|,245,0,252,1371,252
Colin-b_pytest_httpx,https://github.com/Colin-b/pytest_httpx,github,py|yaml|,275,0,53,2860,53
commit-check_commit-check,https://github.com/commit-check/commit-check,github,py|yaml|,32,0,1,265,1
CompassionCH_compassion-switzerland,https://github.com/CompassionCH/compassion-switzerland,github,css|js|py|web|xml|,3882,50,371,57945,421
CompassionCH_compassion-modules,https://github.com/CompassionCH/compassion-modules,github,css|js|json|php|py|web|xml|,5383,104,1804,55310,1908
compose-x_ecs_composex,https://github.com/compose-x/ecs_composex,github,json|py|,4472,0,152,26356,152
constellation-app_constellation,https://github.com/constellation-app/constellation,github,css|java|js|json|py|web|xml|,36164,21,2734,216474,2756
cooper-grc_ECE-Capstone,https://github.com/cooper-grc/ece-capstone,github,py|,60,1,9,458,10
copasi_basico,https://github.com/copasi/basico,github,py|xml|yaml|,1749,0,42,10606,42
coronasafe_care,https://github.com/coronasafe/care,github,css|js|json|py|web|yaml|,2026,30,319,26181,349
cowrie_cowrie,https://github.com/cowrie/cowrie,github,json|py|xml|yaml|,2885,1,465,17537,466
cpp-linter_cpp-linter,https://github.com/cpp-linter/cpp-linter,github,css|json|py|,285,2,18,1757,20
cpp-linter_clang-tools-pip,https://github.com/cpp-linter/clang-tools-pip,github,css|py|,75,0,3,462,3
Cray-HPE_cf-gitea-import,https://github.com/Cray-HPE/cf-gitea-import,github,py|yaml|,47,0,4,298,4
Cray-HPE_cms-ipxe,https://github.com/Cray-HPE/cms-ipxe,github,py|yaml|,61,0,10,451,10
Cray-HPE_cfs-state-reporter,https://github.com/Cray-HPE/cfs-state-reporter,github,py|yaml|,21,0,2,186,2
Cray-HPE_cfs-trust,https://github.com/Cray-HPE/cfs-trust,github,py|yaml|,96,1,5,622,6
Cray-HPE_boa,https://github.com/Cray-HPE/boa,github,json|py|yaml|,507,0,36,2458,36
Cray-HPE_canu,https://github.com/Cray-HPE/canu,github,json|py|yaml|,1721,54,1771,40411,1827
Cray-HPE_ansible-execution-environment,https://github.com/Cray-HPE/ansible-execution-environment,github,py|yaml|,45,0,3,290,3
Cryptoxris_GitHub_Covid,https://github.com/Cryptoxris/GitHub_Covid,github,css|js|py|web|yaml|,870,26,255,18431,281
TimothyClaeys_pycose,https://github.com/TimothyClaeys/pycose,github,json|py|,989,1,32,4731,34
cvxpy_cvxpy,https://github.com/cvxpy/cvxpy,github,py|,6460,28,833,34290,861
CyberFlameGO_mathWork,https://github.com/CyberFlameGO/pythonWork,github,json|py|,207,0,16,857,16
cyniu88_malina,https://github.com/cyniu88/malina,github,json|py|yaml|,35,0,43,181,43
CZ-NIC_knot-resolver,https://github.com/CZ-NIC/knot-resolver,github,c|css|go|js|py|xml|yaml|,7477,26,1601,37161,1629
damavis_airflow-pentaho-plugin,https://github.com/damavis/airflow-pentaho-plugin,github,py|,135,0,4,1134,4
DanDenev_telerik-devops-2022,https://github.com/DanDenev/telerik-devops-2022,github,py|,6,0,3,21,3
DanielOsoW_backTitulo,https://github.com/DanielOsoW/backTitulo,github,py|,70,0,44,868,44
danilofranco_python-sonarqube-api,https://github.com/danilofranco/python-sonarqube-api,github,py|,543,1,219,2637,221
darkaico_strava-extensions,https://github.com/darkaico/strava-extensions,github,py|web|yaml|,26,0,0,255,0
darkaico_marvel-bot,https://github.com/darkaico/marvel-bot,github,py|,113,0,0,512,0
databrickslabs_overwatch,https://github.com/databrickslabs/overwatch,github,json|py|scala|terraform|,1643,2,324,16953,326
datocal_nolocal,https://github.com/datocal/nolocal,github,json|kotlin|py|web|yaml|,163,0,0,1764,0
dbpedia_databus-client,https://github.com/dbpedia/databus-client,github,py|scala|xml|yaml|,378,0,80,3141,80
ddikman_five-ways-to-test,https://github.com/ddikman/five-ways-to-test,github,py|,36,0,9,119,9
Getdeck_getdeck,https://github.com/Getdeck/getdeck,github,py|yaml|,517,1,33,3372,34
DeepakDarkiee_forex_backend,https://github.com/DeepakDarkiee/forex_backend,github,css|js|py|web|yaml|,2283,14,1030,63593,1044
Deepomatic_dmake,https://github.com/Deepomatic/dmake,github,json|py|web|yaml|,1026,2,68,4418,70
Deltares_liwo-services,https://github.com/Deltares/liwo-services,github,py|,34,0,11,369,11
Deltares_geolib-plus,https://github.com/Deltares/geolib-plus,github,css|json|py|xml|yaml|,759,12,233,8757,248
Deltares_GEOLib,https://github.com/Deltares/GEOLib,github,css|json|py|web|,1940,7,288,24456,295
Deltares_imod_coupler,https://github.com/Deltares/imod_coupler,github,css|py|yaml|,119,0,0,1498,0
Deltares_HYDROLIB-core,https://github.com/Deltares/HYDROLIB-core,github,css|json|py|web|xml|yaml|,1693,0,48,19572,48
dennybiasiolli_gestione-donatori,https://github.com/dennybiasiolli/gestione-donatori,github,css|json|py|web|,165,4,4,2493,8
dfoley84_Python,https://github.com/dfoley84/Python,github,json|py|yaml|,216,1,86,2023,111
dianna-ai_dianna,https://github.com/dianna-ai/dianna,github,py|,104,0,0,560,0
didx-xyz_aries-cloudcontroller-python,https://github.com/didx-xyz/aries-cloudcontroller-python,github,json|py|yaml|,1217,0,138,14199,138
digitalservicebund_erica,https://github.com/digitalservice4germany/erica,github,js|json|py|xml|yaml|,1968,0,132,16719,132
dk307_HSPI_HomeKitController,https://github.com/dk307/HSPI_HomeKitControllerLite,github,cs|json|py|web|,1221,0,10,6526,10
dli-invest_halts_and_news,https://github.com/dli-invest/halts_and_news,github,py|web|,64,0,14,386,14
dli-invest_eod_tickers,https://github.com/dli-invest/eod_tickers,github,json|py|,26,0,6,372,6
dli-invest_earnings-ipos-stock-calendar,https://github.com/dli-invest/earnings-ipos-stock-calendar,github,json|py|web|,66,12,30,3180,42
dli-invest_ap_scheduler_jobs,https://github.com/dli-invest/ap_scheduler_jobs,github,css|py|web|,20,2,5,195,7
dli-invest_investing-book,https://github.com/dli-invest/dli-invest.github.io,github,py|yaml|,23,0,7,360,7
dlminvestments_Issue-Label-Bot,https://github.com/dlminvestments/Issue-Label-Bot,github,css|js|json|py|web|yaml|,693,1039,358,25305,1399
dlminvestments_ai-platform-samples,https://github.com/dlminvestments/ai-platform-samples,github,css|js|json|py|terraform|ts|yaml|,743,5,131,6666,136
dlminvestments_Mobile-Security-Framework-MobSF,https://github.com/dlminvestments/Mobile-Security-Framework-MobSF,github,js|json|py|xml|yaml|,1778,1,330,13591,334
dlminvestments_terrascan,https://github.com/dlminvestments/terrascan,github,css|go|js|json|py|terraform|web|yaml|,809,1,20,7002,25
docwhat_dotfiles,https://github.com/docwhat/dotfiles,github,js|json|py|ruby|yaml|,27,0,1,187,1
DogsTailFarmer_martin-binance,https://github.com/DogsTailFarmer/martin-binance,github,json|py|,1006,0,0,4319,0
DogsTailFarmer_exchanges-wrapper,https://github.com/DogsTailFarmer/exchanges-wrapper,github,py|,819,0,0,5194,0
dojot_baseline-builder,https://github.com/dojot/baseline-builder,github,json|py|,80,0,20,400,20
dojot_docs,https://github.com/dojot/docs,github,py|yaml|,0,0,1,39,1
dokempf_test-gha-cookiecutter,https://github.com/dokempf/test-gha-cookiecutter,github,cpp|py|,3,0,0,23,0
dominikkarall_fhempy,https://github.com/dominikkarall/fhempy,github,json|py|,2926,0,542,19125,542
domvwt_esparto,https://github.com/domvwt/esparto,github,css|js|py|,321,0,4,1588,4
douglasciole_demo,https://github.com/douglasciole/demo,github,py|yaml|,3,0,0,148,0
dreipol_django-dreiattest,https://github.com/dreipol/django-dreiattest,github,py|,72,0,6,748,6
dreipol_django-translator,https://github.com/dreipol/django-translator,github,py|,27,0,0,181,0
broadinstitute_dsp-appsec-infrastructure-apps,https://github.com/broadinstitute/dsp-appsec-infrastructure-apps,github,css|js|json|py|terraform|ts|web|xml|yaml|,866,6,115,9505,121
broadinstitute_sam,https://github.com/broadinstitute/sam,github,py|scala|xml|yaml|,1434,3,107,29878,110
duchieng_crud-for-codepipeline,https://github.com/duchieng/crud-for-codepipeline,github,css|js|py|web|,195,8,169,29644,177
duck-dynasty_duckbot,https://github.com/duck-dynasty/duckbot,github,py|yaml|,838,0,10,5278,10
DumbComputerUser_diodb,https://github.com/DumbComputerUser/diodb,github,json|py|,8,2,0,55,2
duqtools_duqtools,https://github.com/duqtools/duqtools,github,json|py|yaml|,497,0,32,3123,32
dvelasquezo_Vinilos,https://github.com/dvelasquezo/Vinilos,github,css|js|json|py|ts|web|,345,19,119,3343,138
dwp_dataworks-aws-data-egress,https://github.com/dwp/dataworks-aws-data-egress,github,py|terraform|yaml|,5,0,0,2858,0
dwp_ami-builder-configs,https://github.com/dwp/ami-builder-configs,github,py|yaml|,2,0,0,19,0
dwp_aws-analytical-dataset-generation,https://github.com/dwp/aws-analytical-dataset-generation,github,json|py|terraform|xml|yaml|,344,0,34,7268,34
dwp_aws-pdm-dataset-generation,https://github.com/dwp/aws-pdm-dataset-generation,github,json|py|terraform|xml|yaml|,5,0,0,2644,0
dwp_dataworks-data-egress,https://github.com/dwp/dataworks-data-egress,github,kotlin|py|terraform|xml|yaml|,262,0,5,3806,5
dwp_aws-analytical-env,https://github.com/dwp/aws-analytical-env,github,json|py|terraform|yaml|,270,1,33,11164,36
dynawo_dynawo,https://github.com/dynawo/dynawo,github,cpp|py|,11958,0,128,66894,128
dzid26_RetroPilot-SERVO42B,https://github.com/dzid26/StepperServoCAN,github,c|py|,400,17,203,3124,220
dzooli_tvtrader,https://github.com/dzooli/tvtrader,github,js|json|py|web|yaml|,156,0,30,1483,30
EC-Nantes_test_et_qualite-test_tp,https://github.com/EC-Nantes/test_et_qualite-test_tp,github,py|xml|,37,0,26,281,26
edgarrmondragon_tap-shortcut,https://github.com/edgarrmondragon/tap-shortcut,github,py|yaml|,16,0,0,312,0
edgarrmondragon_tap-bitso,https://github.com/edgarrmondragon/tap-bitso,github,json|py|yaml|,23,0,0,237,0
edgarrmondragon_citric,https://github.com/edgarrmondragon/citric,github,php|py|yaml|,246,0,2,1675,2
edgarrmondragon_tap-readthedocs,https://github.com/edgarrmondragon/tap-readthedocs,github,py|yaml|,17,0,4,291,4
edgd1er_Abeille,https://github.com/edgd1er/Abeille,github,js|json|php|py|web|xml|yaml|,3937,305,6967,20011,7298
es-project-human-detection,https://github.com/eduardosantoshf/es-project,github,py|yaml|,40,0,17,631,17
es-project-sites-management-api,https://github.com/eduardosantoshf/es-project,github,py|yaml|,118,0,32,785,32
es-project-management-ui,https://github.com/eduardosantoshf/es-project,github,css|js|json|py|web|yaml|,159,22,43,2680,65
EL-BID_SentinelDownloader,https://github.com/EL-BID/SentinelDownloader,github,py|yaml|,42,0,14,436,14
EL-BID_SchoolChoice_da,https://github.com/EL-BID/SchoolChoice_da,github,py|,267,0,62,1526,62
elesk_acm-innova,https://github.com/elesk/acm-innova,github,css|java|js|json|py|web|xml|,10674,896,6864,217289,7763
elydre_elydre,https://github.com/elydre/elydre,github,css|json|php|py|,725,14,193,3058,207
EmaTiba_Demo,https://github.com/EmaTiba/Demo,github,css|py|ts|yaml|,3,0,0,70,0
emcek_dcspy,https://github.com/emcek/dcspy,github,py|yaml|,388,0,4,2508,4
emranbm_ms-project,https://github.com/emranbm/sls-for-iot,github,css|js|json|py|ts|web|xml|yaml|,217,2,10,1272,12
ercole-io_ercole,https://github.com/ercole-io/ercole,github,go|json|py|yaml|,5493,0,1420,69000,1420
eresturo_scanadf2docspell,https://github.com/eresturo/scanadf2docspell,github,py|,66,0,0,354,0
ericch7_ecal-test,https://github.com/ericch7/ecal-test,github,c|cpp|cs|css|json|py|web|xml|yaml|,18736,24,10353,119114,10378
espositoandrea_Make-to-Batch,https://github.com/espositoandrea/Make-to-Batch,github,py|,38,0,7,253,7
ESSS_alfasim-sdk,https://github.com/ESSS/alfasim-sdk,github,py|,992,5,102,8967,107
ESSS_barril,https://github.com/ESSS/barril,github,py|,1219,7,573,22751,580
ESSS_oop-ext,https://github.com/ESSS/oop-ext,github,py|,891,2,94,4462,96
eWaterCycle_pywflow,https://github.com/eWaterCycle/pywflow,github,py|,44,0,0,121,0
com.exasol:github-issue-adapter,https://github.com/exasol/github-issue-adapter,github,py|,40,0,0,217,0
ezsystems_user-documentation,https://github.com/ezsystems/user-documentation,github,css|js|py|web|xml|yaml|,141,17,34,10480,51
fairdataihub_FAIRshare,https://github.com/fairdataihub/FAIRshare,github,css|js|json|py|web|yaml|,3929,12,424,36531,436
fairdataihub_SODA-for-SPARC,https://github.com/fairdataihub/SODA-for-SPARC,github,css|js|json|py|web|yaml|,8015,624,3340,124519,3964
fciv-net_fciv-net,https://github.com/fciv-net/fciv-net,github,css|js|json|jsp|py|xml|yaml|,7295,69,4117,32998,4186
FeatureBaseDB_featurebase,https://github.com/FeatureBaseDB/featurebase,github,css|go|js|json|py|terraform|ts|web|yaml|,47683,4,5123,323185,5135
fecgov_fecfile-validate,https://github.com/fecgov/fecfile-validate,github,css|js|json|py|ts|web|xml|,200,22,55,9695,77
fecgov_fecfile-web-api,https://github.com/fecgov/fecfile-web-api,github,json|plsql|py|web|,524,0,71,9369,71
fedecalendino_nintendeals,https://github.com/fedecalendino/nintendeals,github,py|,137,0,4,698,4
fedora-infra_noggin,https://github.com/fedora-infra/noggin,github,css|js|py|web|yaml|,2148,40,833,31889,879
felipeboffnunes_scrapy,https://github.com/felipeboffnunes/scrapy,github,css|py|web|xml|yaml|,6807,34,797,40967,836
FelipeM09_Banco_Profesores,https://github.com/FelipeM09/Banco_Profesores,github,css|js|json|py|web|,1197,6,75,15214,81
FEniCS_dolfinx,https://github.com/FEniCS/dolfinx,github,c|cpp|json|py|,5421,2,2866,41650,2868
FEniCS_basix,https://github.com/FEniCS/basix,github,c|cpp|css|py|web|,3641,3,2808,24964,2811
finbourne_lusid-python-tools,https://github.com/finbourne/lusid-python-tools,github,json|py|xml|yaml|,1630,0,146,19583,146
finbourne_lusid-sdk-python-preview,https://github.com/finbourne/lusid-sdk-python-preview,github,css|json|py|yaml|,577,0,30,4015,30
finbourne_lusid-sdk-python,https://github.com/finbourne/lusid-sdk-python,github,css|json|py|yaml|,535,0,27,3371,27
firebolt-db_integration-testing-setup,https://github.com/firebolt-db/integration-testing-setup,github,js|json|py|yaml|,42,1,2,204,3
