project_key,project_url,project_type,languages,complexoty,bugs,code_smell,ncloc,violations
firebolt-db_firebolt-python-sdk,https://github.com/firebolt-db/firebolt-python-sdk,github,py|,454,0,8,3263,8
firebolt-db_firebolt-sqlalchemy,https://github.com/firebolt-db/firebolt-sqlalchemy,github,py|,61,0,4,378,4
fishilico_arch-selinux,https://github.com/fishilico/arch-selinux,github,py|ruby|,91,0,11,379,11
fishilico_home-files,https://github.com/fishilico/home-files,github,json|py|xml|,2392,0,464,9777,464
flagship-io_flagship-python-sdk,https://github.com/flagship-io/flagship-python-sdk,github,json|py|,486,1,122,2371,123
WestedCrean_master-thesis,https://github.com/WestedCrean/master-thesis,github,py|,47,0,4,580,4
florian-thoni-sonarsource_pycon-sonar-workshop,https://github.com/florian-thoni-sonarsource/pycon-sonar-workshop,github,css|py|web|,24,3,5,192,8
fluidattacks_makes,https://github.com/fluidattacks/makes,github,js|json|py|ruby|terraform|yaml|,137,0,3,1113,4
FOLIO-FSE_MARC21-To-FOLIO,https://github.com/FOLIO-FSE/folio_migration_tools,github,json|py|xml|,1472,2,203,43794,205
FOLIO-FSE_service_tools,https://github.com/FOLIO-FSE/service_tools,github,py|,1713,1,380,12698,381
FoodCoopX_wirgarten-tapir,https://github.com/FoodCoopX/wirgarten-tapir,github,css|js|json|py|web|yaml|,651,40,51,9934,91
frgfm_ci-benchmark,https://github.com/frgfm/ci-benchmark,github,py|,3,0,0,26,0
FurcyPin_karadoc,https://github.com/FurcyPin/karadoc,github,py|,1466,0,7,6908,7
furyanaor_Dev8200-StartProj,https://github.com/furyanaor/Dev8200-StartProj,github,py|yaml|,1,0,0,5,0
Fusion-Power-Plant-Framework_bluemira,https://github.com/Fusion-Power-Plant-Framework/bluemira,github,css|json|py|yaml|,6400,0,901,44060,901
gailo22_tdg-playground,https://github.com/gailo22/tdg-playground,github,css|go|js|json|kotlin|php|py|swift|terraform|ts|web|xml|yaml|,3455,28,1255,31239,1292
offical-paras-bhandari_python2,https://github.com/offical-paras-bhandari/python,github,py|,302,1,119,2370,120
AkionGarro_ceprotur,https://github.com/AkionGarro/ceprotur,github,css|js|json|py|ts|web|,158,3,111,2140,114
AkionGarro_ProjectMonkeyCompiler,https://github.com/AkionGarro/ProjectMonkeyCompiler,github,css|js|py|web|,994,2,181,4034,183
Gavin-Development_GavinBackend,https://github.com/Gavin-Development/GavinBackend,github,py|,254,0,39,1951,39
gdsfactory_ubc,https://github.com/gdsfactory/ubc,github,css|py|yaml|,123,0,17,1205,17
gdsfactory_gdsfactory,https://github.com/gdsfactory/gdsfactory,github,py|xml|yaml|,5999,8,1180,50675,1188
gefyrahq_gefyra,https://github.com/gefyrahq/gefyra,github,py|yaml|,444,0,25,4169,25
gemrb_gemrb,https://github.com/gemrb/gemrb,github,c|cpp|objc|py|,32249,5,4735,152539,4740
GenesisDaniela_app-engine,https://github.com/GenesisDaniela/app-engine,github,css|js|py|web|yaml|,510,9,154,7835,163
GeospatialResearch_Digital-Twins,https://github.com/GeospatialResearch/Digital-Twins,github,json|py|yaml|,195,0,16,1460,16
ghetto2199_trueseeing,https://github.com/ghetto2199/trueseeing,github,py|web|,798,7,74,3565,81
ghetto2199_Dshell,https://github.com/ghetto2199/Dshell,github,py|,1314,0,197,6661,197
ghetto2199_keypatch,https://github.com/ghetto2199/keypatch,github,py|,285,1,63,1299,64
ghetto2199_odoriba,https://github.com/ghetto2199/odoriba,github,css|js|py|web|xml|,6133,133352,66080,190214,199439
ghetto2199_cuckoo-droid,https://github.com/ghetto2199/cuckoo-droid,github,css|js|json|py|web|,7211,333,1994,56938,2334
ghetto2199_vivisect,https://github.com/ghetto2199/vivisect,github,css|json|py|,27536,80,18227,314786,18308
ghetto2199_qiling,https://github.com/ghetto2199/qiling,github,json|py|xml|yaml|,8827,20,3488,81280,3508
giangkarry_Elgamal,https://github.com/giangkarry/Elgamal,github,py|,134,1,83,578,84
ginkgo-project_ginkgo,https://github.com/ginkgo-project/ginkgo,github,c|cpp|css|json|php|py|xml|yaml|,12989,0,5066,114016,5066
Giskard-AI_giskard-client,https://github.com/Giskard-AI/giskard-client,github,py|,452,0,3,2988,3
gladiaio_gladia,https://github.com/gladiaio/gladia,github,json|py|yaml|,1631,0,104,15700,104
glotaran_pyglotaran,https://github.com/glotaran/pyglotaran,github,json|py|yaml|,1922,0,80,16196,80
GluuFederation_flex-cn-setup,https://github.com/GluuFederation/flex,github,json|py|yaml|,751,8,202,5001,210
GluuFederation_flex-linux-setup,https://github.com/GluuFederation/flex,github,py|,145,0,1,693,1
GluuFederation_community-edition-setup,https://github.com/GluuFederation/community-edition-setup,github,json|py|web|xml|,7468,56,4908,34190,4981
gnh1201_welsonjs,https://github.com/gnh1201/welsonjs,github,css|js|json|py|web|xml|,8068,101,7251,37270,7353
goes-funky_tap-airtable,https://github.com/goes-funky/tap-airtable,github,json|py|,88,0,5,360,5
goes-funky_tap-hubspot,https://github.com/goes-funky/tap-hubspot,github,json|py|,345,0,40,1676,40
goes-funky_tap-bing-ads,https://github.com/goes-funky/tap-bing-ads,github,json|py|yaml|,206,2,20,1302,22
goes-funky_tap-mysql,https://github.com/goes-funky/tap-mysql,github,py|,431,0,56,3061,56
goes-funky_tap-google-analytics,https://github.com/goes-funky/tap-google-analytics,github,json|py|,135,0,21,672,21
goes-funky_tap-twitter-ads,https://github.com/goes-funky/tap-twitter-ads,github,json|py|,249,0,31,2011,31
goincrypto_cryptocom-exchange,https://github.com/goincrypto/cryptocom-exchange,github,py|,259,0,8,2400,8
gokberkdergin_Automatic-Wi-Fi-password-as-QR-Code,https://github.com/gokberkdergin/Automatic-Wi-Fi-password-as-QR-Code,github,py|,0,0,0,4,0
gorillamania_teslabot,https://github.com/gorillamania/teslabot,github,json|py|,57,0,6,380,6
goszpeti_WeatherAirQualityDevice,https://github.com/goszpeti/WeatherAirQualityDevice,github,css|json|py|ts|web|,1219,4,313,9721,317
grafixeyehero_jellyfin-web,https://github.com/grafixeyehero/jellyfin-web,github,css|js|json|py|ts|web|yaml|,16704,14,351,86603,365
GrainLearning_grainLearning,https://github.com/GrainLearning/grainLearning,github,py|,148,1,144,991,145
gravitee-io_gravitee-api-management_plugins,https://github.com/gravitee-io/gravitee-api-management,github,java|json|py|xml|yaml|,557,0,67,4845,67
gravitee-io_graviteeio-cli,https://github.com/gravitee-io/gravitee-cli,github,json|py|yaml|,896,3,224,4725,227
GreyNoise-Intelligence_pygreynoise,https://github.com/GreyNoise-Intelligence/pygreynoise,github,py|,227,0,95,1292,95
grindsa_acme2certifier,https://github.com/grindsa/acme2certifier,github,json|py|yaml|,2449,0,2,11065,2
GrzybDev_BFBC2_MasterServer,https://github.com/GrzybDev/BFBC2_MasterServer,github,json|py|xml|yaml|,205,0,64,2050,64
GSS-Cogs_csvcubed,https://github.com/GSS-Cogs/csvcubed,github,json|py|yaml|,1638,4,125,16141,129
gurupratap-matharu_falcon,https://github.com/gurupratap-matharu/falcon,github,css|js|py|web|,89,40,5,3941,45
gurupratap-matharu_educa,https://github.com/gurupratap-matharu/educa,github,css|js|json|py|web|,252,0,29,4229,29
gw-moore_pyfredapi,https://github.com/gw-moore/pyfredapi,github,py|,126,0,0,1077,0
hacf-fr_meteofrance-api,https://github.com/hacf-fr/meteofrance-api,github,py|yaml|,149,0,23,1263,23
hadi-f90_PyVCFToolkit,https://github.com/hadi-f90/PyVCFToolkit,github,py|,38,4,24,172,28
hahnprojects_flow,https://github.com/hahnprojects/flow,github,js|json|py|ts|yaml|,1505,0,34,8776,34
halissha_rbpzos3_bruteforce,https://github.com/halissha/rbpzos3_bruteforce,github,php|py|,5,0,1,43,1
hamidousylla66_saytu-network-backend,https://github.com/hamidousylla66/saytu-network-backend,github,py|yaml|,9,0,5,95,5
HariniMadhi_Snake-game,https://github.com/HariniMadhi/Snake-game,github,py|,40,0,0,206,0
harishakumar_school_system,https://github.com/harishakumar/school_system,github,py|,6,0,0,489,0
harishakumar_School-Management-System-1,https://github.com/harishakumar/School-Management-System-1,github,py|,123,12,68,1193,80
hellohaptik_chatbot_ner,https://github.com/hellohaptik/chatbot_ner,github,json|py|xml|yaml|,2797,15,270,16337,285
Hongbo-Miao_hongbomiao.com,https://github.com/Hongbo-Miao/hongbomiao.com,github,css|go|js|json|py|scala|terraform|ts|web|xml|yaml|,1243,1,59,35988,60
horse-link_horse.link,https://github.com/horse-link/horse.link,github,css|js|json|py|ts|web|,535,17,32,4931,49
horse-link_api.horse.link,https://github.com/horse-link/api.horse.link,github,js|json|py|web|,100,0,15,830,19
hotosm_tasking-manager,https://github.com/hotosm/tasking-manager,github,css|js|json|py|web|xml|yaml|,7302,13,312,61079,326
Hove_kirin,https://github.com/CanalTP/kirin,github,py|,1021,1,34,4988,35
Hove_navitia-stat-logger,https://github.com/CanalTP/navitia-stat-logger,github,py|,28,0,3,193,3
Hove_navitia,https://github.com/CanalTP/navitia,github,c|cpp|json|py|web|,20630,8,6396,148415,6404
htefera_MLSystemsQualityEvaluation,https://github.com/htefera/MLSystemsQualityEvaluation,github,py|,19,0,11,184,11
huangsam_ultimate-python,https://github.com/huangsam/ultimate-python,github,py|,224,0,2,1122,2
huangsam_chowist,https://github.com/huangsam/chowist,github,css|py|web|yaml|,156,0,0,1838,0
hugueschips_answerator,https://github.com/hugueschips/answerator,github,py|,0,0,0,0,0
hyriver_hydrosignatures,https://github.com/hyriver/hydrosignatures,github,json|py|yaml|,134,0,0,714,0
IA-Highway_IA-Highway-web,https://github.com/IA-Highway/IA-Highway-web,github,css|js|json|py|web|,268,30,351,3104,381
IagoLeoni_gcp-cicd,https://github.com/IagoLeoni/gcp-cicd,github,py|,4,0,0,21,0
iandunn_wordpress-develop,https://github.com/iandunn/wordpress-develop,github,css|js|json|php|py|web|xml|yaml|,85949,167,320,667930,522
ianfhunter_GNOLL,https://github.com/ianfhunter/GNOLL,github,go|py|yaml|,179,0,6,1162,6
ibexa_version-logic-action,https://github.com/ibexa/version-logic-action,github,py|yaml|,9,0,2,35,2
IBM_mac-ibm-notifications,https://github.com/IBM/mac-ibm-notifications,github,json|py|swift|,830,0,89,5037,89
ihhub_fheroes2,https://github.com/ihhub/fheroes2,github,c|cpp|java|py|xml|yaml|,27133,0,1066,110298,1066
imahjoub_hash_sha1,https://github.com/imahjoub/hash_sha1,github,c|cpp|py|,51,0,23,513,23
imahjoub_hash_sha256,https://github.com/imahjoub/hash_sha256,github,c|cpp|py|yaml|,48,0,22,552,22
imahjoub_vcxproj_generator,https://github.com/imahjoub/vcxproj_generator,github,py|,91,0,200,4164,200
imJayanth_Library-management-system-1,https://github.com/imJayanth/Library-management-system-1,github,py|,17,0,0,73,0
imJayanth_Library-Management-System,https://github.com/imJayanth/Library-Management-System,github,css|py|web|,41,28,13,7393,41
Ineslzr_WorldTour,https://github.com/Ineslzr/WorldTour,github,css|js|json|py|web|,41,1,20,405,21
Ineslzr_testProjet,https://github.com/Ineslzr/testProjet,github,css|js|json|py|web|,37,1,19,372,20
innovad_efficientnet-lite4-onnx,https://github.com/innovad/efficientnet-lite4-onnx,github,js|py|web|,19,3,3,142,6
up42_up42-py,https://github.com/up42/up42-py,github,py|,441,1,16,3088,17
ioet_time-tracker-ui,https://github.com/ioet/time-tracker-ui,github,css|js|json|py|terraform|ts|web|yaml|,2865,45,131,21923,176
jmorenotuniandes_MISW4201-202114-Grupo25,https://github.com/jmorenotuniandes/MISW4201-202114-Grupo25,github,css|js|json|py|ts|web|xml|,271,29,54,6242,83
iotivity_iotivity-lite,https://github.com/iotivity/iotivity-lite,github,c|cpp|css|js|py|web|xml|,13765,15,5037,89950,5054
IPS3-DB04-Teun-Mos-Lukas-Jansen_User-Preferences-API,https://github.com/IPS3-DB04-Teun-Mos-Lukas-Jansen/User-Preferences-API,github,py|,22,0,77,257,77
Iryvern_IndividualProject2022,https://github.com/Iryvern/IndividualProject2022,github,abap|css|js|json|php|py|web|yaml|,235,9,65,17369,74
ITISFoundation_osparc-simcore,https://github.com/ITISFoundation/osparc-simcore,github,json|py|yaml|,6935,16,614,67711,630
ivan1016017_LeetCodeAlgorithmProblems,https://github.com/ivan1016017/LeetCodeAlgorithmProblems,github,js|json|py|ts|yaml|,5200,28,1312,17822,1340
ivan1016017_ci-cd-flask-api-ml-sandbox,https://github.com/ivan1016017/ci-cd-flask-api-ml-sandbox,github,py|,14,0,5,194,5
ivanbrij_ionicgrupo3,https://github.com/ivanbrij/ionicgrupo3,github,py|,41,0,8,334,8
ivoa_vo-dml,https://github.com/ivoa/vo-dml,github,java|kotlin|py|web|xml|,170,1,55,1500,56
JacekKorta_supply_info,https://github.com/JacekKorta/supply_info,github,css|js|py|web|,824,67,424,10342,491
jacevedob_metricas,https://github.com/jacevedob/metricas,github,py|,423,2,581,3812,583
jagruti1799_Jenkins-Terraform,https://github.com/jagruti1799/Jenkins-Terraform,github,py|terraform|,0,0,0,118,0
james-crowley_circleci-demo-app,https://github.com/james-crowley/circleci-demo-app,github,css|js|py|web|yaml|,22,37,1,9217,38
janiicelee_django-rest-framework,https://github.com/janiicelee/django-rest-framework,github,css|js|py|web|yaml|,5269,59,966,39520,1025
janiicelee_backend.ai,https://github.com/janiicelee/backend.ai,github,css|py|web|yaml|,19,0,2,225,2
janiicelee_drf-quiz-api,https://github.com/janiicelee/drf-quiz-api,github,py|,8,0,0,296,0
janiicelee_flask-mini-twitter,https://github.com/janiicelee/flask-mini-twitter,github,py|,,0,0,,0
janiicelee_code-signal,https://github.com/janiicelee/code-signal,github,js|py|web|,121,0,29,371,29
janiicelee_drf-tutorial,https://github.com/janiicelee/drf-tutorial,github,py|,3,0,4,160,4
janiicelee_awesome-python,https://github.com/janiicelee/awesome-python,github,css|py|yaml|,10,0,2,52,2
ballcap231_Projects,https://github.com/ballcap231/Projects,github,css|js|json|py|scala|web|yaml|,499,8,232,3688,240
JanssenProject_jans-cli,https://github.com/JanssenProject/jans,github,py|,822,2,60,3056,62
JanssenProject_jans-pycloudlib,https://github.com/JanssenProject/jans,github,py|yaml|,788,0,20,5142,25
JanssenProject_jans-linux-setup,https://github.com/JanssenProject/jans,github,java|js|json|py|web|xml|,4563,33,1874,20038,1916
jauderho_pia-wg,https://github.com/jauderho/pia-wg,github,py|,14,0,0,93,0
jauderho_docker-autocompose,https://github.com/jauderho/docker-autocompose,github,py|,42,0,5,239,5
jauderho_pwnagotchi,https://github.com/jauderho/pwnagotchi,github,css|js|json|py|web|yaml|,4888,94,2036,43479,2133
jauderho_esxi-unlocker,https://github.com/jauderho/esxi-unlocker,github,py|,4,0,1,35,1
javoweb_practicas-agiles,https://github.com/javoweb/practicas-agiles,github,py|,46,0,0,502,0
jaytmiller_caldp,https://github.com/jaytmiller/caldp,github,py|yaml|,349,0,33,2126,33
jblancov7764_proyecto-sonar-cloud-tests,https://github.com/jblancov7764/proyecto-sonar-cloud-tests,github,py|web|,336,13,99,5493,112
jc-nieto_MISW4201-202114-Grupo17,https://github.com/jc-nieto/MISW4201-202114-Grupo17,github,css|js|json|py|ts|web|,474,47,111,9162,158
jc-nieto_Metricas-flask,https://github.com/jc-nieto/Metricas-flask,github,py|,62,0,40,450,40
JdbermeoUZH_policy-framing,https://github.com/JdbermeoUZH/policy-framing,github,py|yaml|,223,0,34,1477,34
JdbermeoUZH_W-3DIP,https://github.com/JdbermeoUZH/W-3DIP,github,py|yaml|,129,0,4,796,4
JeffTrain_face-swap,https://github.com/JeffTrain/face-swap,github,json|py|yaml|,54,0,21,21020,21
jellyfin_jellyfin-kodi,https://github.com/jellyfin/jellyfin-kodi,github,json|py|xml|yaml|,2414,3,255,11864,258
jellyfin_jellyfin-web,https://github.com/jellyfin/jellyfin-web,github,css|js|json|py|ts|web|yaml|,16701,9,336,86588,345
JenniferVelozo_RUVI1Pingeso,https://github.com/JenniferVelozo/RUVI1Pingeso,github,css|js|json|py|web|,421,1,243,3919,245
JenSte_aiotus,https://github.com/JenSte/aiotus,github,py|,82,0,1,567,1
jeswanth2502_hotel,https://github.com/jeswanth2502/hotel,github,py|,85,1,26,422,27
jeswanth2502_busreservation,https://github.com/jeswanth2502/busreservation,github,py|,77,0,18,455,18
jgbustos_ml_rest_api,https://github.com/jgbustos/ml_rest_api,github,py|,93,0,1,557,1
jithinrs_project-aws,https://github.com/jithinrs/project-aws,github,css|js|json|py|web|,6575,249,2874,86704,3123
jjk-code-otter_climate-indicator-manager,https://github.com/jjk-code-otter/climate-indicator-manager,github,json|py|web|,1252,0,73,7596,73
jlgonzalez-martinez_BggApp,https://github.com/jlgonzalez-martinez/BggApp,github,json|py|xml|yaml|,276,0,2,3185,2
jmcnamara_XlsxWriter,https://github.com/jmcnamara/XlsxWriter,github,css|js|py|web|,9137,2,786,68565,788
joelvaneenwyk_dotfiles,https://github.com/joelvaneenwyk/dotfiles,github,json|py|,46,0,6,144,6
Joeri-Abbo_slack-ip,https://github.com/Joeri-Abbo/slack-ip,github,py|yaml|,3,0,0,24,0
JohnStrunk_wahoo-results,https://github.com/JohnStrunk/wahoo-results,github,py|web|,303,0,0,1900,0
jorgensd_asimov-contact,https://github.com/jorgensd/asimov-contact,github,c|cpp|py|,1214,0,402,11492,402
josexs_xsmusic-backend,https://github.com/josexs/xsmusic-backend,github,json|py|ts|,516,0,5,5878,5
juntossomosmais_django-stomp,https://github.com/juntossomosmais/django-stomp,github,py|yaml|,298,0,7,2435,9
jupyter-naas_naas,https://github.com/jupyter-naas/naas,github,css|js|json|py|ts|web|yaml|,941,5,115,8358,120
JurbinM_omniwallet,https://github.com/JurbinM/omniwallet,github,css|js|json|py|web|,2410,77,1228,16414,1308
JurbinM_docs,https://github.com/JurbinM/docs,github,go|js|py|yaml|,658,0,212,7112,212
JurbinM_compose,https://github.com/JurbinM/compose,github,json|py|yaml|,3763,4,257,25203,264
jyablonski_python_aws,https://github.com/jyablonski/python_aws,github,py|,62,3,12,536,15
jyablonski_aws_terraform,https://github.com/jyablonski/aws_terraform,github,py|terraform|,46,0,50,4556,50
jyablonski_python_docker,https://github.com/jyablonski/python_docker,github,py|web|yaml|,97,0,99,8256,99
nichtparasoup:PythonPackage,https://github.com/k4cg/nichtparasoup,github,json|py|yaml|,397,0,12,1975,12
BASM7_coverage_demo,https://github.com/BASM7/coverage_demo,github,py|,7,0,1,239,1
Karasiq_dropship,https://github.com/Karasiq/dropship,github,json|py|,12,0,1,101,1
Karasiq_shadowcloud,https://github.com/Karasiq/shadowcloud,github,css|json|py|scala|web|xml|,4084,121,786,127894,907
Karasiq_7zip-image-fileshare,https://github.com/Karasiq/7zip-image-fileshare,github,py|web|,42,6,31,288,37
Karasiq_flask-fingerprint,https://github.com/Karasiq/flask-fingerprint,github,js|py|web|,356,9,271,1445,280
Karasiq_flask-apachan,https://github.com/Karasiq/flask-apachan,github,css|js|py|web|xml|,805,34,360,3503,394
Karma-Creators_Python-Groups,https://github.com/Karma-Creators/Python-Groups,github,py|,81,0,1,337,1
KarthikPatil20_Flightbooking,https://github.com/KarthikPatil20/Flightbooking,github,css|js|py|web|yaml|,266,29,226,19821,255
KazeDevID_KaitoRobot,https://github.com/KazeDevID/KaitoRobot,github,json|py|yaml|,3767,6,586,26645,592
kbase_narrative,https://github.com/kbase/narrative,github,css|js|json|php|py|web|yaml|,36649,297,6997,244568,7296
kbase_metrics,https://github.com/kbase/metrics,github,py|yaml|,904,1,207,6320,210
kbat_mc-tools,https://github.com/kbat/mc-tools,github,py|,2394,3,800,9034,803
keijack_python-eureka-client,https://github.com/keijack/python-eureka-client,github,py|,376,1,56,1838,57
kelvindso_python_twitter,https://github.com/kelvindso/python_twitter,github,py|,4454,8,1080,26646,1088
kenani-chris_pms,https://github.com/kenani-chris/pms,github,py|web|,1099,857,99,19403,956
KernelTuner_kernel_tuner,https://github.com/KernelTuner/kernel_tuner,github,py|,1236,0,213,4802,213
kghackton_ZHKH_Backend,https://github.com/kghackton/ZHKH_Backend,github,go|json|py|yaml|,188,0,44,1619,44
kghackton_leaders2022-anomaly-detector,https://github.com/kghackton/leaders2022-anomaly-detector,github,py|,24,0,2,127,2
kghackton_leaders2022-infra,https://github.com/kghackton/leaders2022-infra,github,py|,17,0,4,200,4
kghackton_leaders2022-task3-asd,https://github.com/kghackton/leaders2022-task3-asd,github,css|js|py|web|,111,5,85,1220,90
kghackton_dudelkins-ml,https://github.com/kghackton/dudelkins-ml,github,json|py|,47,0,14,330,14
kimmchii_cv,https://github.com/kimmchii/cv,github,py|,181,1,115,1175,116
Kirushikesh_weather-forecast-website,https://github.com/Kirushikesh/weather-forecast-website,github,css|js|py|web|,56,0,0,1119,0
Kirushikesh_Employee-Leave-Management-System,https://github.com/Kirushikesh/Employee-Leave-Management-System,github,py|,81,0,90,624,90
Kirushikesh_Campus_Recruitment_Prediction,https://github.com/Kirushikesh/Campus_Recruitment_Prediction,github,css|py|web|,13,1,4,439,5
kitodo-presentation,https://github.com/kitodo/kitodo-presentation,github,css|js|json|php|plsql|py|web|xml|yaml|,4318,112,1515,30422,1627
kleros_kleros-v2,https://github.com/kleros/kleros-v2,github,js|json|py|ts|web|yaml|,549,0,38,7538,38
konidev20_pyshamir,https://github.com/konidev20/pyshamir,github,py|,47,0,0,237,0
kpinetwork_backend,https://github.com/kpinetwork/backend,github,json|py|,814,0,3,6676,3
Kruptein_PlanarAlly,https://github.com/Kruptein/PlanarAlly,github,css|js|json|py|ts|web|,7044,1,156,38758,157
KSmanis_pip-autocompile,https://github.com/KSmanis/pip-autocompile,github,py|,24,0,1,200,1
kubev2v_forklift,https://github.com/kubev2v/forklift,github,go|json|py|yaml|,4041,0,83,30041,83
kubevirt_hyperconverged-cluster-operator,https://github.com/kubevirt/hyperconverged-cluster-operator,github,go|json|py|yaml|,2011,0,7,259054,7
kubevirt_ssp-operator,https://github.com/kubevirt/ssp-operator,github,go|json|py|yaml|,1160,0,6,20064,6
kubevirt_kubevirt,https://github.com/kubevirt/kubevirt,github,go|json|py|xml|yaml|,20698,2,569,137498,571
kubevirt_cluster-network-addons-operator,https://github.com/kubevirt/cluster-network-addons-operator,github,go|json|py|yaml|,1337,0,101,187394,101
kugo12_WiertarBot,https://github.com/kugo12/WiertarBot,github,py|yaml|,423,0,15,2040,15
Lai-YT_webcam-applications,https://github.com/Lai-YT/webcam-applications,github,json|py|web|xml|,676,2,9,4151,11
lakshminarayanannn_Student-Registration-System,https://github.com/lakshminarayanannn/Student-Registration-System,github,py|,24,0,0,188,0
Law7iet_RapaxBot,https://github.com/Law7iet/RapaxBot,github,py|,87,0,17,730,17
Law7iet_WoWsItaliaBot,https://github.com/Law7iet/WoWsItaliaBot,github,json|py|,10763,24,456,51717,481
lduchosal_traccar-web,https://github.com/lduchosal/traccar-web,github,css|js|json|py|web|,3209,8,265,24236,274
lduchosal_traccar-client-ios,https://github.com/lduchosal/traccar-client-ios,github,json|py|swift|,156,0,19,710,19
valentinsoare_currentlyLearningPythonProjectsBased,https://github.com/valentinsoare/currentlyLearningPython,github,json|py|,3075,0,528,11189,528
LedgerHQ_ledgerctl,https://github.com/LedgerHQ/ledgerctl,github,json|py|,326,0,14,1848,19
leonardocintra_likeestampa,https://github.com/leonardocintra/likeestampa,github,json|py|web|xml|yaml|,457,44,61,7683,105
LeonardoPereirajr_Curso_em_video_Python,https://github.com/LeonardoPereirajr/Curso_em_video_Python,github,py|,391,4,14,2022,18
LeonardoZV_spark-streaming-kafka-python-exemplos,https://github.com/LeonardoZV/spark-structured-streaming-python-examples,github,json|py|,3,0,1,207,1
linzeyang_fastapi-hello,https://github.com/linzeyang/fastapi-hello,github,py|yaml|,33,0,1,279,1
LiveData-Inc_container,https://github.com/LiveData-Inc/container,github,py|,127,0,0,441,0
lmjnels_isis-pisces-1111,https://github.com/lmjnels/neptune-isis-1111,github,css|js|json|php|py|ts|xml|yaml|,2706,49,1175,21666,1224
Loki701_Software-Engineering-Project,https://github.com/Loki701/Gator-Task-Manager,github,abap|css|js|json|py|ruby|web|yaml|,29,0,4,484,4
lookit_lookit-api,https://github.com/lookit/lookit-api,github,css|js|py|web|yaml|,1909,29,221,37336,250
LouaiTayyar_SensorsAPI,https://github.com/LouaiTayyar/SensorsAPI,github,py|web|yaml|,68,0,0,526,0
LSYS_pyforestplot,https://github.com/LSYS/forestplot,github,py|yaml|,229,0,22,2180,22
luisamaro_luis_stuff,https://github.com/luisamaro/luis_stuff,github,py|,11,0,11,80,11
LuisCastilloB29_TutorialCancionesTags,https://github.com/LuisCastilloB29/TutorialCancionesTags,github,py|web|xml|,216,9,35,5703,44
luketainton_PwnedPW,https://github.com/luketainton/PwnedPW,github,py|,11,0,0,35,0
LycheeOrg_LycheeOrg.github.io,https://github.com/LycheeOrg/LycheeOrg.github.io,github,css|js|py|web|,43,3,20,2478,23
ma120mk11_LiveTools,https://github.com/ma120mk11/LiveTools,github,css|js|json|py|ts|web|yaml|,994,2,100,6942,102
mabel-dev_opteryx,https://github.com/mabel-dev/opteryx,github,py|yaml|,1913,4,124,10266,128
malalanirina_truc,https://github.com/malalanirina/Fireflies-Algorithm,github,py|,91,1,20,290,21
marcin-majewski-sonarsource_test-vuln-2,https://github.com/marcin-majewski-sonarsource/test-vuln-2,github,py|,36,0,20,164,56
marcoplaisier_weathervane,https://github.com/marcoplaisier/weathervane,github,json|py|,169,0,0,1189,0
marianekkowalski_python-eval,https://github.com/marianekkowalski/python-eval,github,py|,8,0,9,31,9
marklion_progress_assitant,https://github.com/marklion/progress_assitant,github,c|cpp|css|js|json|py|web|,6778,16,3875,47141,3891
marklion_zhuochuangzhihui,https://github.com/marklion/zhuochuangzhihui,github,c|cpp|css|js|json|py|web|xml|,23556,37,21391,144618,21430
martinbdz-test_DVWA,https://github.com/martinbdz-test/DVWA,github,css|js|json|php|py|web|xml|,4329,1740,12274,52809,14040
martinkrivda_trainee,https://github.com/martinkrivda/trainee,github,css|js|json|php|py|ruby|web|,3205,20,180,41045,200
marunkumar891_Library-management-system,https://github.com/marunkumar891/Library-management-system,github,py|,17,0,0,73,0
masaminh_keiba_fetcher,https://github.com/masaminh/keiba_fetcher,github,py|yaml|,73,0,1,364,1
Mastercard_oauth1-signer-python,https://github.com/Mastercard/oauth1-signer-python,github,py|,63,0,0,222,0
Mastercard_client-encryption-python,https://github.com/Mastercard/client-encryption-python,github,json|py|,184,0,0,764,0
MasterCruelty_robbot,https://github.com/MasterCruelty/robbot,github,json|py|,212,0,64,1476,64
mathiascode_nicotine-plus,https://github.com/mathiascode/nicotine-plus,github,json|py|yaml|,6187,2,377,26769,379
matmair_InvenTree,https://github.com/matmair/InvenTree,github,js|json|py|web|yaml|,5703,121,271,52096,392
matrix-react-sdk,https://github.com/matrix-org/matrix-react-sdk,github,css|js|json|py|ts|web|yaml|,24775,0,712,130900,713
matrix-org_synapse,https://github.com/matrix-org/synapse,github,css|js|json|py|web|,15643,34,1129,107672,1167
maverick0bg_telerik-configure-repo,https://github.com/maverick0bg/telerik-configure-repo,github,py|,6,0,3,21,3
maxacode_Adept-Vocal-Alarm,https://github.com/maxacode/Adept-Vocal-Alarm,github,py|,58,0,108,560,108
maxbrunet_mmemoji,https://github.com/maxbrunet/mmemoji,github,json|py|,153,0,0,1067,0
mdf-ido_adeept_picar-b,https://github.com/mdf-ido/adeept_picar-b,github,json|py|web|,876,12,608,5994,620
meaningfy-ws_ted-sws,https://github.com/meaningfy-ws/ted-sws,github,json|py|web|xml|yaml|,1672,1,177,9116,178
MeltanoLabs_tap-dbt,https://github.com/MeltanoLabs/tap-dbt,github,json|py|yaml|,14,0,2,132,2
MeltanoLabs_tap-google-analytics,https://github.com/MeltanoLabs/tap-google-analytics,github,json|py|yaml|,90,0,12,627,12
